Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
6729,236652.5382,12/19/2010 06:26:00,3301.632024,7,18,-0.549993217,3.684121847,15.36779546,15.02390355,61.82314512,55.91887935,-3.23772E-05,0.096509725,0,0,0
6730,236682.5533,12/19/2010 06:26:30,3331.647078,7,18,-0.55035311,3.682177782,15.36779546,15.02849051,61.82314512,55.93577352,-6.48022E-05,0.096509725,0,0,0
6731,236712.5683,12/19/2010 06:27:00,3361.662154,7,18,-0.550173163,3.680557966,15.36779546,15.03307811,61.82314512,55.95266208,-3.23772E-05,0.096509725,0,0,0
6732,236742.5838,12/19/2010 06:27:30,3391.677584,7,18,-0.549993217,3.678776026,15.36779546,15.03766574,61.82314512,55.96954281,-6.48022E-05,0.096509725,0,0,0
6733,236772.5988,12/19/2010 06:28:00,3421.692589,7,18,-0.550173163,3.676994085,15.36779546,15.0422532,61.82314512,55.98641532,-6.48022E-05,0.096509725,0,0,0
6734,236802.6137,12/19/2010 06:28:30,3451.707509,7,18,-0.550173163,3.675536156,15.36779546,15.04684083,61.82314512,56.00328082,-3.24249E-05,0.096509725,0,0,0
6735,236832.6288,12/19/2010 06:29:00,3481.722633,7,18,-0.550173163,3.673754215,15.36779546,15.05142842,61.82314512,56.02013867,-3.24249E-05,0.096509725,0,0,0
6736,236862.6439,12/19/2010 06:29:30,3511.737737,7,18,-0.550173163,3.672296286,15.36779546,15.05601599,61.82314512,56.03698896,-3.24249E-05,0.096509725,0,0,0
6737,236892.6592,12/19/2010 06:30:00,3541.752981,7,18,-0.550173163,3.67067647,15.36779546,15.06060307,61.82314512,56.05383022,-3.23772E-05,0.096509725,0,0,0
6738,236922.6742,12/19/2010 06:30:30,3571.767976,7,18,-0.549993217,3.66921854,15.36779546,15.06518994,61.82314512,56.07066342,0,0.096509725,0,0,0
6739,236952.6893,12/19/2010 06:31:00,3601.783132,7,18,-0.55035311,3.6674366,15.36779546,15.06977679,61.82314512,56.08748947,-6.48022E-05,0.096509725,0,0,0
6740,236982.7044,12/19/2010 06:31:30,3631.79822,7,18,-0.550173163,3.66597867,15.36779546,15.07436368,61.82314512,56.1043085,0,0.096509725,0,0,0
6741,237012.7195,12/19/2010 06:32:00,3661.813344,7,18,-0.550173163,3.664358854,15.36779546,15.07895057,61.82314512,56.12112043,-6.47545E-05,0.096509725,0,0,0
6742,237042.7346,12/19/2010 06:32:30,3691.828455,7,18,-0.550173163,3.663224697,15.36779546,15.08353744,61.82314512,56.13792527,0,0.096509725,0,0,0
6743,237072.7498,12/19/2010 06:33:00,3721.843592,7,18,-0.550173163,3.661604881,15.36779546,15.08812438,61.82314512,56.15472336,0,0.096509725,0,0,0
6744,237102.765,12/19/2010 06:33:30,3751.858772,7,18,-0.550173163,3.659822941,15.36779546,15.09271124,61.82314512,56.17151426,-6.48022E-05,0.096509725,0,0,0
6745,237132.78,12/19/2010 06:34:00,3781.873826,7,18,-0.549993217,3.658527136,15.36779546,15.09729805,61.82314512,56.18829801,3.24249E-05,0.096509725,0,0,0
6746,237162.7953,12/19/2010 06:34:30,3811.889164,7,18,-0.550173163,3.656745195,15.36779546,15.10188491,61.82314512,56.20507507,-6.48022E-05,0.096509725,0,0,0
6747,237192.8122,12/19/2010 06:35:00,3841.905966,7,18,-0.550173163,3.655449152,15.36779546,15.10647204,61.82314512,56.22184625,0,0.096509725,0,0,0
6748,237222.8254,12/19/2010 06:35:30,3871.919202,7,18,-0.550173163,3.653991222,15.36779546,15.11105859,61.82314512,56.2386084,-3.24249E-05,0.096509725,0,0,0
6749,237252.8405,12/19/2010 06:36:00,3901.934296,7,18,-0.550173163,3.652371407,15.36779546,15.11564542,61.82314512,56.25536477,-6.48022E-05,0.096509725,0,0,0
6750,237282.8556,12/19/2010 06:36:30,3931.949417,7,18,-0.55035311,3.650913477,15.36779546,15.12023226,61.82314512,56.2721142,-3.23772E-05,0.096509725,0,0,0
6751,237312.8709,12/19/2010 06:37:00,3961.964674,7,18,-0.549993217,3.649293423,15.36779546,15.12481913,61.82314512,56.28885673,-3.24249E-05,0.096509725,0,0,0
6752,237342.8858,12/19/2010 06:37:30,3991.979656,7,18,-0.550173163,3.647511721,15.36779546,15.12940584,61.82314512,56.30559123,-9.71794E-05,0.096509725,0,0,0
6753,237372.901,12/19/2010 06:38:00,4021.994803,7,18,-0.550173163,3.646215677,15.36779546,15.13399259,61.82314512,56.32231904,-3.24249E-05,0.096509725,0,0,0
6754,237402.9161,12/19/2010 06:38:30,4052.009918,7,18,-0.550173163,3.644595861,15.36779546,15.13857941,61.82314512,56.33903987,-6.48022E-05,0.096509725,0,0,0
6755,237432.9312,12/19/2010 06:39:00,4082.025032,7,18,-0.549993217,3.643137932,15.36779546,15.14316614,61.82314512,56.35575321,-3.23772E-05,0.096509725,0,0,0
6756,237462.9463,12/19/2010 06:39:30,4112.040138,7,18,-0.549993217,3.641517878,15.36779546,15.14775296,61.82314512,56.37245954,-3.24249E-05,0.096509725,0,0,0
6757,237492.9614,12/19/2010 06:40:00,4142.055256,7,18,-0.550173163,3.639898062,15.36779546,15.15233974,61.82314512,56.3891584,-3.23772E-05,0.096509725,0,0,0
6758,237522.9766,12/19/2010 06:40:30,4172.070387,7,18,-0.55035311,3.638116121,15.36779546,15.15692649,61.82314512,56.40584969,-6.48022E-05,0.096509725,0,0,0
6759,237552.9918,12/19/2010 06:41:01,4202.08563,7,18,-0.55035311,3.636496305,15.36779546,15.16151331,61.82314512,56.42253377,-9.71794E-05,0.096509725,0,0,0
6760,237583.0071,12/19/2010 06:41:31,4232.100895,7,18,-0.549993217,3.634876251,15.36779546,15.16610018,61.82314512,56.43921031,-6.48022E-05,0.096509725,0,0,0
6761,237613.0219,12/19/2010 06:42:01,4262.115745,7,18,-0.550173163,3.633094311,15.36779546,15.17068691,61.82314512,56.45587856,-6.48022E-05,0.096509725,0,0,0
6762,237643.0371,12/19/2010 06:42:31,4292.130868,7,18,-0.550173163,3.631636381,15.36779546,15.17527373,61.82314512,56.4725393,0,0.096509725,0,0,0
6763,237673.0522,12/19/2010 06:43:01,4322.145996,7,18,-0.550173163,3.629692554,15.36779546,15.17986051,61.82314512,56.4891918,-3.23772E-05,0.096509725,0,0,0
6764,237703.0673,12/19/2010 06:43:31,4352.161114,7,18,-0.550173163,3.627910614,15.36779546,15.18444729,61.82314512,56.50583608,-3.24249E-05,0.096509725,0,0,0
6765,237733.0824,12/19/2010 06:44:01,4382.176225,7,18,-0.550173163,3.626128674,15.36779546,15.18903404,61.82314512,56.5224721,-3.24249E-05,0.096509725,0,0,0
6766,237763.0977,12/19/2010 06:44:31,4412.191469,7,18,-0.550173163,3.624184847,15.36779546,15.19362091,61.82314512,56.53909997,-9.71794E-05,0.096509725,0,0,0
6767,237793.1151,12/19/2010 06:45:01,4442.20893,7,18,-0.55035311,3.622078896,15.36779546,15.19820809,61.82314512,56.55572029,-9.72271E-05,0.096509725,0,0,0
6768,237823.1279,12/19/2010 06:45:31,4472.221718,7,18,-0.550173163,3.62045908,15.36779546,15.20279462,61.82314512,56.57232934,0,0.096509725,0,0,0
6769,237853.143,12/19/2010 06:46:01,4502.236834,7,18,-0.550173163,3.618353128,15.36779546,15.20738144,61.82314512,56.5889304,0,0.096509725,0,0,0
6770,237883.158,12/19/2010 06:46:31,4532.251851,7,18,-0.549993217,3.616247177,15.36779546,15.2119683,61.82314512,56.60552225,-6.48022E-05,0.096509725,0,0,0
6771,237913.1731,12/19/2010 06:47:01,4562.266962,7,18,-0.550173163,3.61397934,15.36779546,15.21655513,61.82314512,56.62210448,-9.71794E-05,0.096509725,0,0,0
6772,237943.1884,12/19/2010 06:47:31,4592.282203,7,18,-0.549993217,3.611873388,15.36779546,15.22114193,61.82314512,56.63867671,-9.72271E-05,0.096509725,0,0,0
6773,237973.2034,12/19/2010 06:48:01,4622.297185,7,18,-0.550173163,3.609605551,15.36779546,15.22572879,61.82314512,56.65523891,-9.72271E-05,0.096509725,0,0,0
6774,238003.2185,12/19/2010 06:48:31,4652.312335,7,18,-0.549993217,3.607337713,15.36779546,15.23031563,61.82314512,56.67179043,-3.23772E-05,0.096509725,0,0,0
6775,238033.2336,12/19/2010 06:49:01,4682.32743,7,18,-0.550173163,3.604745865,15.36779546,15.23490244,61.82314512,56.68833089,-9.71794E-05,0.096509725,0,0,0
6776,238063.2487,12/19/2010 06:49:31,4712.342548,7,18,-0.550173163,3.602315903,15.36779546,15.23948932,61.82314512,56.70486022,-6.48022E-05,0.096509725,0,0,0
6777,238093.2639,12/19/2010 06:50:01,4742.357666,7,18,-0.550173163,3.599724054,15.36779546,15.24407614,61.82314512,56.72137737,-6.48022E-05,0.096509725,0,0,0
6778,238123.2792,12/19/2010 06:50:31,4772.373013,7,18,-0.550173163,3.596808195,15.36779546,15.24866303,61.82314512,56.73788223,-9.72271E-05,0.096509725,0,0,0
6779,238153.2813,12/19/2010 06:51:01,4802.375096,7,18,-0.550173163,3.593892336,15.36779546,15.25324786,61.82314512,56.75436655,-6.48022E-05,0.096509725,0,0,0
6780,238183.2937,12/19/2010 06:51:31,4832.387473,7,18,-0.550173163,3.59081459,15.36779546,15.25783433,61.82314512,56.7708427,-6.48022E-05,0.096509725,0,0,0
6781,238213.3087,12/19/2010 06:52:01,4862.402526,7,18,-0.550173163,3.587412834,15.36779546,15.26242116,61.82314512,56.7873053,-6.48022E-05,0.096509725,0,0,0
6782,238243.3238,12/19/2010 06:52:31,4892.417641,7,18,-0.550173163,3.583848953,15.36779546,15.267008,61.82314512,56.80375203,-9.71794E-05,0.096509725,0,0,0
6783,238273.3389,12/19/2010 06:53:01,4922.43276,7,18,-0.55035311,3.579799175,15.36779546,15.27159486,61.82314512,56.82018182,-0.000161982,0.096509725,0,0,0
6784,238303.3542,12/19/2010 06:53:31,4952.448017,7,18,-0.550173163,3.575749397,15.36779546,15.2761817,61.82314512,56.83659322,-0.000161982,0.096509725,0,0,0
6785,238333.3692,12/19/2010 06:54:01,4982.463002,7,18,-0.550173163,3.571213484,15.36779546,15.28076852,61.82314512,56.8529849,-0.000162029,0.096509725,0,0,0
6786,238363.3843,12/19/2010 06:54:31,5012.478155,7,18,-0.550173163,3.566353798,15.36779546,15.28535544,61.82314512,56.86935537,-0.000129604,0.096509725,0,0,0
6787,238393.3994,12/19/2010 06:55:01,5042.493242,7,18,-0.550173163,3.561170101,15.36779546,15.28994229,61.82314512,56.88570246,-0.000161982,0.096509725,0,0,0
6788,238423.4164,12/19/2010 06:55:31,5072.510173,7,18,-0.550173163,3.555338383,15.36779546,15.2945294,61.82314512,56.90202474,-0.000129604,0.096509725,0,0,0
6789,238453.4298,12/19/2010 06:56:01,5102.523617,7,18,-0.55035311,3.548696756,15.36779546,15.29911598,61.82314512,56.91831658,-0.000161982,0.096509725,0,0,0
6790,238483.4448,12/19/2010 06:56:31,5132.538598,7,18,-0.549993217,3.541407108,15.36779546,15.30370285,61.82314512,56.93457748,-0.000194407,0.096509725,0,0,0
6791,238513.4599,12/19/2010 06:57:01,5162.553736,7,18,-0.55035311,3.532983541,15.36779546,15.30828976,61.82314512,56.95080257,-0.000259209,0.096509725,0,0,0
6792,238543.475,12/19/2010 06:57:31,5192.568856,7,18,-0.550173163,3.523587942,15.36779546,15.31287668,61.82314512,56.96698702,-0.000259209,0.096509725,0,0,0
6793,238573.4903,12/19/2010 06:58:01,5222.584118,7,18,-0.550173163,3.512572527,15.36779546,15.31746363,61.82314512,56.98312505,-0.000324011,0.096509725,0,0,0
6794,238603.5053,12/19/2010 06:58:31,5252.59908,7,18,-0.550173163,3.500261307,15.36779546,15.3220505,61.82314512,56.99920951,-0.000356388,0.096509725,0,0,0
6795,238633.5204,12/19/2010 06:59:01,5282.614202,7,18,-0.549993217,3.485682011,15.36779546,15.32663738,61.82314512,57.01523223,-0.00042119,0.096509725,0,0,0
6796,238663.5356,12/19/2010 06:59:31,5312.629387,7,18,-0.550173163,3.468834877,15.36779546,15.33122422,61.82314512,57.03118269,-0.000453568,0.096509725,0,0,0
6797,238693.5508,12/19/2010 07:00:01,5342.644665,7,18,-0.549993217,3.449071884,15.36779546,15.33581114,61.82314512,57.0470495,-0.000550795,0.096509725,0,0,0
6798,238723.5659,12/19/2010 07:00:31,5372.659756,7,18,-0.550173163,3.42574501,15.36779546,15.340398,61.82314512,57.06281782,-0.000712776,0.096509725,0,0,0
6799,238753.5809,12/19/2010 07:01:01,5402.674697,7,18,-0.55035311,3.398530483,15.36779546,15.34498491,61.82314512,57.07847091,-0.000777578,0.096509725,0,0,0
6800,238783.596,12/19/2010 07:01:31,5432.689843,7,18,-0.550173163,3.36645627,15.36779546,15.34957183,61.82314512,57.09398834,-0.000907135,0.096509725,0,0,0
6801,238813.6111,12/19/2010 07:02:01,5462.704921,7,18,-0.549993217,3.328064203,15.36779546,15.35415871,61.82314512,57.10934398,-0.001036739,0.096509725,0,0,0
6802,238843.6262,12/19/2010 07:02:31,5492.72004,7,18,-0.55035311,3.281410694,15.36779546,15.35874552,61.82314512,57.12450565,-0.001360703,0.096509725,0,0,0
6803,238873.6413,12/19/2010 07:03:01,5522.73516,7,18,-0.550173163,3.22487545,15.36779546,15.36333243,61.82314512,57.13943234,-0.001619911,0.096509725,0,0,0
6804,238903.6567,12/19/2010 07:03:31,5552.750496,7,18,-0.550173163,3.153437138,15.36779546,15.36791941,61.82314512,57.15406762,-0.002138329,0.096509725,0,0,0
6805,238933.6716,12/19/2010 07:04:01,5582.765375,7,18,-0.550173163,3.056242228,15.36779546,15.37250627,61.82314512,57.16832305,-0.003013039,0.096509725,0,0,0
6806,238955.9838,12/19/2010 07:04:24,5605.077624,7,18,-0.550173163,2.956131458,15.36779546,15.37591606,61.82314512,57.1785798,-0.003887796,0.096509725,0,0,0
6807,238975.4677,12/19/2010 07:04:43,5624.561554,7,18,-0.549993217,2.856020689,15.36779546,15.37889355,61.82314512,57.18723459,-0.00421176,0.096509725,0,0,0
6808,238994.7645,12/19/2010 07:05:02,5643.858309,7,18,-0.55035311,2.755747795,15.36779546,15.38184246,61.82314512,57.19550826,-0.004082203,0.096509725,0,0,0
6809,239006.2798,12/19/2010 07:05:14,5655.373584,7,18,-0.550173163,2.699860811,15.36779546,15.38360226,61.82314512,57.20030827,-0.003790617,0.096509725,0,0,0
6810,239066.2917,12/19/2010 07:06:14,60.01460365,8,18,0,3.337135792,15.36779546,15.38360226,61.82314512,57.20030827,0.00145793,0.096509725,0,0,0
6811,239066.4773,12/19/2010 07:06:14,0.187296019,9,18,0.000285709,3.337297678,15.36779548,15.38360226,61.82314517,57.20030827,0,0.100474238,0,0,0
6812,239071.3055,12/19/2010 07:06:19,5.015505808,9,18,-0.002053607,3.345559359,15.36779548,15.38360517,61.82314518,57.20031798,0.001069164,0.100474238,0,0,0
6813,239101.3346,12/19/2010 07:06:49,30.01512338,1,19,0,3.38492322,15.36779548,15.38360517,61.82314518,57.20031798,0.000842333,0.100474238,0,0,0
6814,239131.3497,12/19/2010 07:07:19,60.03023507,1,19,0,3.411975861,15.36779548,15.38360517,61.82314518,57.20031798,0.000647974,0.100474238,0,0,0
6815,239161.3648,12/19/2010 07:07:49,90.04537161,1,19,0,3.432548761,15.36779548,15.38360517,61.82314518,57.20031798,0.000485992,0.100474238,0,0,0
6816,239191.3331,12/19/2010 07:08:19,120.0136024,1,19,0,3.449071884,15.36779548,15.38360517,61.82314518,57.20031798,0.000453568,0.100474238,0,0,0
6817,239221.3487,12/19/2010 07:08:49,30.01511914,2,19,0.549844861,3.663872719,15.37238027,15.38360517,61.83974921,57.20031798,0.001717091,0.100474238,0,0,0
6818,239251.3658,12/19/2010 07:09:19,60.03228686,2,19,0.549844861,3.710850239,15.37696542,15.38360517,61.85666677,57.20031798,0.000939512,0.100474238,0,0,0
6819,239281.3789,12/19/2010 07:09:49,90.04537046,2,19,0.549664915,3.740980864,15.38154992,15.38360517,61.87375305,57.20031798,0.000680399,0.100474238,0,0,0
6820,239311.394,12/19/2010 07:10:19,120.0605077,2,19,0.549844861,3.762687683,15.38613477,15.38360517,61.89095742,57.20031798,0.00051837,0.100474238,0,0,0
6821,239341.4091,12/19/2010 07:10:49,150.0756076,2,19,0.549664915,3.778400898,15.39071964,15.38360517,61.90824728,57.20031798,0.000356388,0.100474238,0,0,0
6822,239371.4244,12/19/2010 07:11:19,180.0908668,2,19,0.549844861,3.78990221,15.3953046,15.38360517,61.92559982,57.20031798,0.000226784,0.100474238,0,0,0
6823,239401.4395,12/19/2010 07:11:49,210.1059675,2,19,0.549844861,3.798649788,15.39988948,15.38360517,61.9429971,57.20031798,0.000226784,0.100474238,0,0,0
6824,239431.4545,12/19/2010 07:12:19,240.1209574,2,19,0.549664915,3.805291414,15.40447443,15.38360517,61.96042928,57.20031798,0.000161982,0.100474238,0,0,0
6825,239461.4696,12/19/2010 07:12:49,270.1360781,2,19,0.550024807,3.811285019,15.40905936,15.38360517,61.97789061,57.20031798,0.000161982,0.100474238,0,0,0
6826,239491.4847,12/19/2010 07:13:20,300.1512097,2,19,0.549844861,3.816954851,15.41364435,15.38360517,61.99537828,57.20031798,0.000194407,0.100474238,0,0,0
6827,239521.5001,12/19/2010 07:13:50,330.1665915,2,19,0.549844861,3.821814537,15.41822931,15.38360517,62.01289007,57.20031798,9.71794E-05,0.100474238,0,0,0
6828,239551.515,12/19/2010 07:14:20,360.1814384,2,19,0.550024807,3.826674223,15.42281419,15.38360517,62.03042385,57.20031798,0.000161982,0.100474238,0,0,0
6829,239581.5301,12/19/2010 07:14:50,390.19659,2,19,0.549844861,3.831048012,15.42739906,15.38360517,62.04797864,57.20031798,0.000129557,0.100474238,0,0,0
6830,239611.5452,12/19/2010 07:15:20,420.2116892,2,19,0.550024807,3.835259914,15.43198396,15.38360517,62.06555365,57.20031798,6.48022E-05,0.100474238,0,0,0
6831,239641.5603,12/19/2010 07:15:50,450.226806,2,19,0.549844861,3.839471579,15.43656885,15.38360517,62.08314776,57.20031798,0.000129557,0.100474238,0,0,0
6832,239671.5755,12/19/2010 07:16:20,480.2419363,2,19,0.549844861,3.84335947,15.44115377,15.38360517,62.10076048,57.20031798,6.48022E-05,0.100474238,0,0,0
6833,239701.5906,12/19/2010 07:16:50,510.2570604,2,19,0.550024807,3.847409248,15.44573868,15.38360517,62.11839105,57.20031798,0.000129604,0.100474238,0,0,0
6834,239731.6057,12/19/2010 07:17:20,540.2722122,2,19,0.550024807,3.850973129,15.45032368,15.38360517,62.13603934,57.20031798,9.72271E-05,0.100474238,0,0,0
6835,239761.6208,12/19/2010 07:17:50,570.287286,2,19,0.549844861,3.854698896,15.45490859,15.38360517,62.15370422,57.20031798,9.71794E-05,0.100474238,0,0,0
6836,239791.6359,12/19/2010 07:18:20,600.3023996,2,19,0.550024807,3.858262777,15.45949353,15.38360517,62.17138569,57.20031798,9.72271E-05,0.100474238,0,0,0
6837,239821.6511,12/19/2010 07:18:50,630.3175498,2,19,0.549844861,3.86182642,15.46407847,15.38360517,62.18908326,57.20031798,0.000129557,0.100474238,0,0,0
6838,239851.668,12/19/2010 07:19:20,660.3344886,2,19,0.549844861,3.864904404,15.46866349,15.38360517,62.20679679,57.20031798,6.48022E-05,0.100474238,0,0,0
6839,239881.6813,12/19/2010 07:19:50,690.3477736,2,19,0.549844861,3.868144274,15.47324793,15.38360517,62.22452317,57.20031798,6.48022E-05,0.100474238,0,0,0
6840,239911.6964,12/19/2010 07:20:20,720.3628881,2,19,0.549844861,3.871383905,15.4778326,15.38360517,62.24226511,57.20031798,6.47545E-05,0.100474238,0,0,0
6841,239941.7116,12/19/2010 07:20:50,750.3780239,2,19,0.550024807,3.874623775,15.4824173,15.38360517,62.2600214,57.20031798,9.71794E-05,0.100474238,0,0,0
6842,239971.7268,12/19/2010 07:21:20,780.3932563,2,19,0.549844861,3.877377748,15.48700227,15.38360517,62.27779236,57.20031798,6.48022E-05,0.100474238,0,0,0
6843,240001.7418,12/19/2010 07:21:50,810.4082429,2,19,0.549664915,3.880131483,15.49158719,15.38360517,62.29557628,57.20031798,9.71794E-05,0.100474238,0,0,0
6844,240031.7569,12/19/2010 07:22:20,840.4233636,2,19,0.549844861,3.882723331,15.49617212,15.38360517,62.31337278,57.20031798,3.23772E-05,0.100474238,0,0,0
6845,240061.775,12/19/2010 07:22:50,870.4414698,2,19,0.549844861,3.885477304,15.50075747,15.38360517,62.33118295,57.20031798,3.24249E-05,0.100474238,0,0,0
6846,240091.7872,12/19/2010 07:23:20,900.4536279,2,19,0.550024807,3.888069153,15.50534191,15.38360517,62.34900108,57.20031798,0.000129604,0.100474238,0,0,0
6847,240121.8024,12/19/2010 07:23:50,930.4688761,2,19,0.550024807,3.890175104,15.50992679,15.38360517,62.36683189,57.20031798,9.72271E-05,0.100474238,0,0,0
6848,240151.8174,12/19/2010 07:24:20,960.4838653,2,19,0.550024807,3.892442942,15.51451167,15.38360517,62.38467319,57.20031798,6.48022E-05,0.100474238,0,0,0
6849,240181.8326,12/19/2010 07:24:50,990.4990871,2,19,0.549844861,3.894548893,15.51909659,15.38360517,62.40252473,57.20031798,6.48022E-05,0.100474238,0,0,0
6850,240211.8478,12/19/2010 07:25:20,1020.514216,2,19,0.549844861,3.89681673,15.52368156,15.38360517,62.42038611,57.20031798,6.48022E-05,0.100474238,0,0,0
6851,240241.8627,12/19/2010 07:25:50,1050.529211,2,19,0.550024807,3.898760557,15.52826644,15.38360517,62.43825622,57.20031798,6.48022E-05,0.100474238,0,0,0
6852,240271.8779,12/19/2010 07:26:20,1080.544323,2,19,0.550024807,3.900542498,15.53285121,15.38360517,62.4561349,57.20031798,3.23772E-05,0.100474238,0,0,0
6853,240301.893,12/19/2010 07:26:50,1110.559449,2,19,0.549844861,3.902648449,15.53743615,15.38360517,62.47402315,57.20031798,6.48022E-05,0.100474238,0,0,0
6854,240331.9081,12/19/2010 07:27:20,1140.57459,2,19,0.550024807,3.904430389,15.54202098,15.38360517,62.49191955,57.20031798,6.48022E-05,0.100474238,0,0,0
6855,240361.9234,12/19/2010 07:27:50,1170.589834,2,19,0.549664915,3.906050205,15.54660584,15.38360517,62.50982457,57.20031798,3.23772E-05,0.100474238,0,0,0
6856,240391.9383,12/19/2010 07:28:20,1200.604806,2,19,0.550024807,3.908156157,15.55119074,15.38360517,62.52773827,57.20031798,6.48022E-05,0.100474238,0,0,0
6857,240421.9535,12/19/2010 07:28:50,1230.619928,2,19,0.549844861,3.909938097,15.55577558,15.38360517,62.54565991,57.20031798,9.72271E-05,0.100474238,0,0,0
6858,240451.9704,12/19/2010 07:29:20,1260.636869,2,19,0.549844861,3.911720037,15.56036061,15.38360517,62.56359056,57.20031798,6.48022E-05,0.100474238,0,0,0
6859,240481.9844,12/19/2010 07:29:50,1290.650847,2,19,0.549844861,3.913339853,15.56494525,15.38360517,62.58152798,57.20031798,6.48022E-05,0.100474238,0,0,0
6860,240511.9988,12/19/2010 07:30:20,1320.665307,2,19,0.549844861,3.91528368,15.56952996,15.38360517,62.59947394,57.20031798,6.48022E-05,0.100474238,0,0,0
6861,240542.014,12/19/2010 07:30:50,1350.680418,2,19,0.550024807,3.91706562,15.57411478,15.38360517,62.61742853,57.20031798,6.48022E-05,0.100474238,0,0,0
6862,240572.0291,12/19/2010 07:31:20,1380.695568,2,19,0.549844861,3.91852355,15.57869969,15.38360517,62.63539159,57.20031798,3.23772E-05,0.100474238,0,0,0
6863,240602.0444,12/19/2010 07:31:50,1410.710881,2,19,0.550024807,3.920467377,15.58328453,15.38360517,62.65336253,57.20031798,6.47545E-05,0.100474238,0,0,0
6864,240632.0594,12/19/2010 07:32:20,1440.725814,2,19,0.550024807,3.922249317,15.58786929,15.38360517,62.6713413,57.20031798,6.48022E-05,0.100474238,0,0,0
6865,240662.0603,12/19/2010 07:32:50,1470.726777,2,19,0.550024807,3.924031258,15.59245193,15.38360517,62.68931993,57.20031798,3.23772E-05,0.100474238,0,0,0
6866,240692.074,12/19/2010 07:33:20,1500.740448,2,19,0.549844861,3.925813198,15.59703647,15.38360517,62.70731416,57.20031798,3.23772E-05,0.100474238,0,0,0
6867,240722.0891,12/19/2010 07:33:50,1530.755567,2,19,0.550024807,3.927757025,15.60162128,15.38360517,62.72531752,57.20031798,6.48022E-05,0.100474238,0,0,0
6868,240752.1042,12/19/2010 07:34:20,1560.770639,2,19,0.550024807,3.929377079,15.60620608,15.38360517,62.74332897,57.20031798,6.48022E-05,0.100474238,0,0,0
6869,240782.1193,12/19/2010 07:34:50,1590.785756,2,19,0.549844861,3.930996895,15.61079085,15.38360517,62.76134845,57.20031798,3.23772E-05,0.100474238,0,0,0
6870,240812.1345,12/19/2010 07:35:20,1620.801001,2,19,0.549844861,3.932940722,15.61537573,15.38360517,62.77937648,57.20031798,6.47545E-05,0.100474238,0,0,0
6871,240842.1495,12/19/2010 07:35:50,1650.815999,2,19,0.550024807,3.934884787,15.61996069,15.38360517,62.79741302,57.20031798,6.48022E-05,0.100474238,0,0,0
6872,240872.1648,12/19/2010 07:36:20,1680.831221,2,19,0.550024807,3.936504602,15.62454566,15.38360517,62.81545777,57.20031798,6.48022E-05,0.100474238,0,0,0
6873,240902.1799,12/19/2010 07:36:50,1710.846385,2,19,0.550024807,3.938448429,15.62913049,15.38360517,62.83351007,57.20031798,6.47545E-05,0.100474238,0,0,0
6874,240932.1949,12/19/2010 07:37:20,1740.861399,2,19,0.550024807,3.940068483,15.63371527,15.38360517,62.85157008,57.20031798,6.48022E-05,0.100474238,0,0,0
6875,240962.2101,12/19/2010 07:37:50,1770.876517,2,19,0.549844861,3.941688299,15.63830001,15.38360517,62.86963813,57.20031798,3.23772E-05,0.100474238,0,0,0
6876,240992.2252,12/19/2010 07:38:20,1800.891655,2,19,0.550024807,3.943632364,15.64288481,15.38360517,62.88771449,57.20031798,6.48022E-05,0.100474238,0,0,0
6877,241022.2403,12/19/2010 07:38:50,1830.906748,2,19,0.550024807,3.945414066,15.6474696,15.38360517,62.90579889,57.20031798,6.47545E-05,0.100474238,0,0,0
6878,241052.2556,12/19/2010 07:39:20,1860.922084,2,19,0.549844861,3.946871996,15.6520543,15.38360517,62.92389086,57.20031798,-3.24249E-05,0.100474238,0,0,0
6879,241082.2724,12/19/2010 07:39:50,1890.938884,2,19,0.549844861,3.948653936,15.65663929,15.38360517,62.94199211,57.20031798,0,0.100474238,0,0,0
6880,241112.2858,12/19/2010 07:40:20,1920.952247,2,19,0.550024807,3.950759888,15.6612238,15.38360517,62.96009937,57.20031798,6.48022E-05,0.100474238,0,0,0
6881,241142.3008,12/19/2010 07:40:50,1950.967263,2,19,0.549844861,3.952217817,15.66580848,15.38360517,62.97821532,57.20031798,3.23772E-05,0.100474238,0,0,0
6882,241172.3159,12/19/2010 07:41:20,1980.982388,2,19,0.550024807,3.954161644,15.67039322,15.38360517,62.99633951,57.20031798,9.71794E-05,0.100474238,0,0,0
6883,241202.331,12/19/2010 07:41:50,2010.997488,2,19,0.549844861,3.955781698,15.67497794,15.38360517,63.01447164,57.20031798,3.24249E-05,0.100474238,0,0,0
6884,241232.3461,12/19/2010 07:42:20,2041.01261,2,19,0.549844861,3.957401514,15.67956271,15.38360517,63.03261195,57.20031798,0,0.100474238,0,0,0
6885,241262.3613,12/19/2010 07:42:50,2071.027715,2,19,0.549844861,3.959345341,15.68414745,15.38360517,63.05076025,57.20031798,6.47545E-05,0.100474238,0,0,0
